DATES,YEARS,FEPR,FEPT,FPR,FVIR,FVIT,FVPR,FVPT,FWCT,FWIP,FWIR,FWIT,FWPR,FWPT,GVIR:GROUP1,GVIT:GROUP1,GVPR:GROUP1,GVPT:GROUP1,GWCT:GROUP1,GWIR:GROUP1,GWIT:GROUP1,GWPR:GROUP1,GWPT:GROUP1,TIMESTEP,WBHP:INJ,WBHP:PRD,WEPR:INJ,WEPR:PRD,WPI:INJ,WPI:PRD,WSTAT:INJ,WSTAT:PRD,WTHP:INJ,WTHP:PRD,WTICHEA:INJ,WTICHEA:PRD,WTPCHEA:INJ,WTPCHEA:PRD,WVIR:INJ,WVIR:PRD,WVIT:INJ,WVIT:PRD,WVPR:INJ,WVPR:PRD,WVPT:INJ,WVPT:PRD,WWCT:INJ,WWCT:PRD,WWIR:INJ,WWIR:PRD,WWIT:INJ,WWIT:PRD,WWPR:INJ,WWPR:PRD,WWPT:INJ,WWPT:PRD
2020-01-01 00:00:00,0.0,-0.0,0.0,257.9714660644531,0.0,0.0,-0.0,0.0,0.0,881208640.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,18.0,0.0,0.0,-0.0,-0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2020-01-01 02:24:00,0.00027378648519520155,-0.0,0.0,257.9716491699219,8208.1123046875,820.8112182617188,8208.5712890625,820.8571166992188,1.0,881208640.0,8000.0,800.0,8000.0,800.0,8208.1123046875,820.8112182617188,8208.5712890625,820.8571166992188,1.0,8000.0,800.0,8000.0,800.0,0.1000000014901161,259.6023864746094,241.3495941162109,-0.0,-0.0,3964.302734375,4511.81787109375,2.0,1.0,0.0,0.0,30.0,0.0,0.0,98.1602783203125,8208.1123046875,0.0,820.8112182617188,0.0,-0.0,8208.5712890625,0.0,820.8571166992188,0.0,1.0,8000.0,0.0,800.0,0.0,-0.0,8000.0,0.0,800.0
2020-01-01 03:01:52,0.00034579634666440096,-0.0,0.0,257.9714050292969,8207.9970703125,1036.6953125,8208.5712890625,1036.75634765625,1.0,881208576.0,8000.0,1010.4134521484376,8000.0,1010.4134521484376,8207.9970703125,1036.6953125,8208.5712890625,1036.75634765625,1.0,8000.0,1010.4134521484376,8000.0,1010.4134521484376,0.0263016782701015,260.0088195800781,241.0419921875,-0.0,-0.0,3964.3583984375,4511.77001953125,2.0,1.0,0.0,0.0,30.0,0.0,0.0,98.15789031982422,8207.9970703125,0.0,1036.6953125,0.0,-0.0,8208.5712890625,0.0,1036.75634765625,0.0,1.0,8000.0,0.0,1010.4134521484376,0.0,-0.0,8000.0,0.0,1010.4134521484376
2020-01-01 04:55:29,0.0005618259310721935,-0.0,0.0,257.97149658203125,8207.87109375,1684.337646484375,8208.5712890625,1684.453857421875,1.0,881208640.0,8000.0,1641.6536865234375,8000.0,1641.6536865234375,8207.87109375,1684.337646484375,8208.5712890625,1684.453857421875,1.0,8000.0,1641.6536865234375,8000.0,1641.6536865234375,0.0789050310850143,260.45782470703125,240.6707763671875,-0.0,-0.0,3964.41943359375,4511.71240234375,2.0,1.0,0.0,0.0,30.0,0.0,0.0,98.13897705078124,8207.87109375,0.0,1684.337646484375,0.0,-0.0,8208.5712890625,0.0,1684.453857421875,0.0,1.0,8000.0,0.0,1641.6536865234375,0.0,-0.0,8000.0,0.0,1641.6536865234375
2020-01-01 10:36:21,0.0012099221348762929,-0.0,0.0,257.9713439941406,8207.71875,3627.228759765625,8208.5712890625,3627.546630859375,1.0,881208576.0,8000.0,3535.37451171875,8000.0,3535.37451171875,8207.71875,3627.228759765625,8208.5712890625,3627.546630859375,1.0,8000.0,3535.37451171875,8000.0,3535.37451171875,0.236715093255043,260.9981384277344,240.17901611328125,-0.0,-0.0,3964.492919921875,4511.63671875,2.0,1.0,0.0,0.0,30.0,0.0,0.0,98.1160659790039,8207.71875,0.0,3627.228759765625,0.0,-0.0,8208.5712890625,0.0,3627.546630859375,0.0,1.0,8000.0,0.0,3535.37451171875,0.0,-0.0,8000.0,0.0,3535.37451171875
2020-01-02 03:38:58,0.003154188394546495,-0.0,0.0,257.9703674316406,8207.578125,9455.8017578125,8208.5712890625,9456.8251953125,1.0,881208576.0,8000.0,9216.537109375,8000.0,9216.537109375,8207.578125,9455.8017578125,8208.5712890625,9456.8251953125,1.0,8000.0,9216.537109375,8000.0,9216.537109375,0.7101452946662903,261.4998779296875,239.6602478027344,-0.0,-0.0,3964.561279296875,4511.55615234375,2.0,1.0,0.0,0.0,30.0,0.0,0.0,98.10164642333984,8207.578125,0.0,9455.8017578125,0.0,-0.0,8208.5712890625,0.0,9456.8251953125,0.0,1.0,8000.0,0.0,9216.537109375,0.0,-0.0,8000.0,0.0,9216.537109375
2020-01-04 06:46:48,0.0089870095252991,-0.0,0.0,257.9649658203125,8207.4697265625,26941.2890625,8208.5712890625,26944.66015625,1.0,881208384.0,8000.0,26260.0234375,8000.0,26260.0234375,8207.4697265625,26941.2890625,8208.5712890625,26944.66015625,1.0,8000.0,26260.0234375,8000.0,26260.0234375,2.130435943603516,261.88330078125,239.17300415039065,-0.0,-0.0,3964.61328125,4511.48046875,2.0,1.0,0.0,0.0,30.0,0.0,0.0,98.09932708740234,8207.4697265625,0.0,26941.2890625,0.0,-0.0,8208.5712890625,0.0,26944.66015625,0.0,1.0,8000.0,0.0,26260.0234375,0.0,-0.0,8000.0,0.0,26260.0234375
2020-01-10 16:10:17,0.026485450565815,-0.0,0.0,257.95819091796875,8207.390625,79397.25,8208.5732421875,79408.1796875,1.0,881208064.0,8000.0,77390.484375,8000.0,77390.484375,8207.390625,79397.25,8208.5732421875,79408.1796875,1.0,8000.0,77390.484375,8000.0,77390.484375,6.391307830810547,262.1631164550781,238.86166381835932,-0.0,-0.0,3964.6513671875,4511.4326171875,2.0,1.0,0.0,0.0,30.0,0.0,0.0,98.07194519042967,8207.390625,0.0,79397.25,0.0,-0.0,8208.5732421875,0.0,79408.1796875,0.0,1.0,8000.0,0.0,77390.484375,0.0,-0.0,8000.0,0.0,77390.484375
2020-01-29 20:20:44,0.07898079603910449,-0.0,0.0,257.9508361816406,8207.345703125,236764.265625,8208.5751953125,236798.765625,1.0,881207808.0,8000.0,230781.875,8000.0,230781.875,8207.345703125,236764.265625,8208.5751953125,236798.765625,1.0,8000.0,230781.875,8000.0,230781.875,19.17392349243164,262.3245544433594,238.6278076171875,-0.0,-0.0,3964.67333984375,4511.396484375,2.0,1.0,0.0,0.0,30.0,0.0,0.0,98.23538970947266,8207.345703125,0.0,236764.265625,0.0,-0.0,8208.5751953125,0.0,236798.765625,0.0,1.0,8000.0,0.0,230781.875,0.0,-0.0,8000.0,0.0,230781.875
2020-02-28 20:20:44,0.161116324365139,-0.0,0.0,257.9513854980469,8207.3427734375,482984.53125,8208.5771484375,483056.0625,1.0,881207808.0,8000.0,470781.875,8000.0,470781.875,8207.3427734375,482984.53125,8208.5771484375,483056.0625,1.0,8000.0,470781.875,8000.0,470781.875,30.0,262.3339538574219,238.58758544921875,-0.0,-0.0,3964.6748046875,4511.39013671875,2.0,1.0,0.0,0.0,30.0,0.0,0.0,98.1517105102539,8207.3427734375,0.0,482984.53125,0.0,-0.0,8208.5771484375,0.0,483056.0625,0.0,1.0,8000.0,0.0,470781.875,0.0,-0.0,8000.0,0.0,470781.875
